Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
Jkj36B1YuDU,UgyE1EgcyHeMgLSnI4B4AaABAg,this  is  good  for  sad  gacha  videos,0,0.09999999999999998,1,good sad gacha videos
Jkj36B1YuDU,Ugwxs_MtZHHMW1RWkIR4AaABAg,the  fact  that  we  all  understand  eachother  even  though  a  music  even  tho  we  never  actually  talk  is  kinda  sad,69,-0.25,0,fact understand eachother even though music even tho never actually talk kinda sad
Jkj36B1YuDU,Ugxda-62y8gMSNrTv3N4AaABAg,love  me  when  i  am  alive  not  when  i  die    eriona  blakqori,0,0.3,1,love alive die eriona blakqori
Jkj36B1YuDU,UgzY95_mJOeDks-vwyJ4AaABAg,me  sitting  at  my  window  at  night  and  crying  to  this  song,35,-0.2,0,sitting window night crying song
Jkj36B1YuDU,UgxCe6h_1g15Un6Mh3J4AaABAg,im  sad  now  and  im  cry,0,-0.5,0,im sad im cry
Jkj36B1YuDU,UgyPF7IWjnfJqTy3AsR4AaABAg,i  didn't  want  to  wake  up    i  was  having  a  much  better  time  asleep    and  that's  really  sad    it  was  almost  like  a  reverse  nightmare    like  when  you  wake  up  from  a  nightmare  you're  so  relieved    i  woke  up  into  a  nightmare,232,0.0,0,n't want wake much better time asleep 's really sad almost like reverse nightmare like wake nightmare 're relieved woke nightmare
Jkj36B1YuDU,UgwznmuYMaGKiFPa2SJ4AaABAg,everyone  deserves  to  find  the  real  love,5,0.75,1,everyone deserves find real love
Jkj36B1YuDU,UgwvGXJHBiEmLFlEJY54AaABAg,i  found  her        3,1,0.0,0,found 3
Jkj36B1YuDU,Ugzm6relr270-A_m6Pd4AaABAg,i  ve  literally  been  listening  to  this  song  for  an  hour  now  and  i  ve  been  crying          honestly  i  m  just  really  tired  i  wanna  cry  out  loud  scream  out    loud  and  let  all  my  feelings  out,21,0.039999999999999994,1,literally listening song hour crying honestly really tired wan na cry loud scream loud let feelings
Jkj36B1YuDU,Ugwc2jEfYHaVHhymsnt4AaABAg,i  actually  had  to  leave  my  crush  for  my  ex  bestfriend  i  had  to  leave  him  cause  of  her  he  doesnt  know  the  full  story  now  he  thinks  i'm  bad  but  i'm  sad  i  had  to  end  things  cause  of  her,1,-0.21249999999999997,0,actually leave crush ex bestfriend leave cause doesnt know full story thinks 'm bad 'm sad end things cause
Jkj36B1YuDU,UgxWGzDv6HDlozeZsNJ4AaABAg,i  am  sorry  dear    i  finished  myself  in  another  love,0,0.0,0,sorry dear finished another love
Jkj36B1YuDU,Ugwpwnj8ywZejt9LUfd4AaABAg,i  can't  found  my  love,0,0.5,1,ca n't found love
Jkj36B1YuDU,UgwF_0re9VbQgUndvih4AaABAg,i  always  need  cry  if  i  need  hear  this,0,0.0,0,always need cry need hear
Jkj36B1YuDU,Ugwc4lhE7GLz311F1gV4AaABAg,its  so  cool  the  music,1,0.35,1,cool music
Jkj36B1YuDU,UgzB7nOg7h9BNzjoSKh4AaABAg,i  came  here  every  day  and  just  crying  i  hope  a  better  life  to  me  in  the  future    3,22,0.09999999999999999,1,came every day crying hope better life future 3
Jkj36B1YuDU,Ugzbz--GmwvM56YzQ914AaABAg,is  it  only  me  or  this  song  reminds  you  of  when  you  were  in  a  dark  place,0,-0.075,0,song reminds dark place
Jkj36B1YuDU,UgwM013Z-LeumjIZ0OZ4AaABAg,this  is  the  type  of  music  you  listen  to  when  the  homies  aren  t  around,2563,0.0,0,type music listen homies around
Jkj36B1YuDU,UgyICUaTBM6rZPY4wUl4AaABAg,i  came  back  to  this  song      i  had  to  remember  this  song    im  re  membering  you,1,0.0,0,came back song remember song im membering
Jkj36B1YuDU,Ugyl7xX10sfg5V6LAuN4AaABAg,i  should  have  had  it  but  i  wasted  love  from  my  hands,0,0.15,1,wasted love hands
Jkj36B1YuDU,UgzjW3QyCQqCOZcHDIB4AaABAg,i  don  t  find  my  love,1,0.5,1,find love
Jkj36B1YuDU,UgyEm3fzzzW4zRj9sm94AaABAg,well  i  think  i  did    i  love  someone  and  i  think  he  loves  me  too,0,0.5,1,well think love someone think loves
Jkj36B1YuDU,Ugx6bgureJsi3Udfe-d4AaABAg,you  still  crying  on  drivers  licsense  when  this  songs  exists  gosh,2850,-0.2,0,still crying drivers licsense songs exists gosh
Jkj36B1YuDU,UgwxPL9bqZCriJzuwRd4AaABAg,this  is  a  song  of  excuses,0,0.0,0,song excuses
Jkj36B1YuDU,UgxylN4rNDkfrJe3_kZ4AaABAg,to  be  honest    when  i  listen  to  this  music  on  my  headphones    i  lie  crazy  to  the  world    i'm  just  focused  on  this  music    so  if  i  write  it  down    it's  the  best  but  the  best  music  in  the  whole  world,49,0.3407407407407408,1,honest listen music headphones lie crazy world 'm focused music write 's best best music whole world
Jkj36B1YuDU,UgzjGjjMLY4BRsXv6VV4AaABAg,i  ll  be  different    it  was  always  a  lie,0,0.0,0,different always lie
Jkj36B1YuDU,UgxyBte6cLdteRLYZ5p4AaABAg,i  found  my  love  but  we  re  strangers  with  memories  now,4,0.5,1,found love strangers memories
Jkj36B1YuDU,UgwyerzKa_WmAIaxHxh4AaABAg,another  love,1,0.5,1,another love
Jkj36B1YuDU,UgxakgKmknGTD8bA03x4AaABAg,i  would  wanna  lay  in  the  rain  and  listen  to  this,440,0.0,0,would wan na lay rain listen
Jkj36B1YuDU,UgyiPPSAt7ZZkKiJzwx4AaABAg,she  left  me  boys,0,0.0,0,left boys
Jkj36B1YuDU,Ugy21YrhoDU5oIDTVIN4AaABAg,this  music  souds  like  heaven  but  hurts  like  hell,0,0.0,0,music souds like heaven hurts like hell
Jkj36B1YuDU,Ugw-hc8zo5T3alQJywx4AaABAg,i  love  this  song  realy      3,0,0.5,1,love song realy 3
Jkj36B1YuDU,UgwtWo3A3jXpQWPIoop4AaABAg,pov    it's  march  and  you  listen  to  this  song  and  sing  along  and  enjoy  the  time  you  still  have,207,0.4,1,pov 's march listen song sing along enjoy time still
Jkj36B1YuDU,UgySLv4OXUbZQQb93OJ4AaABAg,i  can't  find  my  love,1,0.5,1,ca n't find love
Jkj36B1YuDU,Ugy3bfii_PqLqvCDy_J4AaABAg,ahh  my  ex  bff  favorite  song,0,0.5,1,ahh ex bff favorite song
Jkj36B1YuDU,UgwLBdXiYE-jwPCa55l4AaABAg,we  don  t  deserve  music  like  this,17,0.0,0,deserve music like
Jkj36B1YuDU,UgxHfGZik6nSWmAKq0x4AaABAg,i  did  ones  and  it  didn't  work  out  and  now  i  don't  have  any  one  but  my  friends,0,0.0,0,ones n't work n't one friends
Jkj36B1YuDU,Ugzxr55dvIndiSyVNq54AaABAg,i  can't  find  my  love,3,0.5,1,ca n't find love
Jkj36B1YuDU,UgyedF3IPA2KqMFTsz94AaABAg,i  found  my  love      almost  going  to  make  a  year  he's  made  me  so  happy  i'm  afraid  to  lose  him  i  feel  if  i  do  ill  lose  myself  he's  my  other  half,0,-0.015277777777777765,0,found love almost going make year 's made happy 'm afraid lose feel ill lose 's half
Jkj36B1YuDU,UgwGqMCfNL6Rv1s46Nx4AaABAg,one  day    you  ll  find  this  person          one  day    you  ll  fall  in  love  with  the  right  person          one  day    you  re  going  to  be  happy            one  day    you  ll  live  the  life  you  always  wanted          one  day    someone  ll  look  at  you  as  the  same  way  as  he  she  looks  at  the  starts          one  day    you  ll  smile  just  because  you  know  you  re  loved  by  the  person  you  love  the  more          one  day          one  day              trust  me          if  it  s  not  today    it  s  gonna  be  tomorrow            if  it  s  not    then  wait            keep  waiting    cause  one  day    you  ll  find  your  person            you  are  so  strong        i  promise  you            i  promise  you                  i  love  u  even  if  idk  u,1837,0.42321920503738686,1,one day find person one day fall love right person one day going happy one day live life always wanted one day someone look way looks starts one day smile know loved person love one day one day trust today gon na tomorrow wait keep waiting cause one day find person strong promise promise love u even idk u
Jkj36B1YuDU,Ugz6bRdO0NxvDrvqU1Z4AaABAg,1  35  here  it  start  the  best  part  of  the  song,2,1.0,1,1 35 start best part song
Jkj36B1YuDU,Ugwpn11BUuAP0b0V63J4AaABAg,hahaha  who  can  ever  trust  someone  in  dis  world  now  no  one  can  trust  getter,0,0.2,1,hahaha ever trust someone dis world one trust getter
Jkj36B1YuDU,UgzyyKkJmEvzgtaSMFJ4AaABAg,this  song  was  the  only  thing  i  had  while  i  was  trying  to  stay  alive,76,0.05,1,song thing trying stay alive
Jkj36B1YuDU,UgzI-0PCyuOmnCb-h3h4AaABAg,i  love  her        more  than  anything  on  that  world        i  would  die  to  see  her  smile      last  times  i  saw  her  she  looked  sad  and  tired      i  wanted  to  hold  her      she's  mine  now        but  what  if  that's  just  a  dream  and  she's  still  fighting      damn  it      im  here  malak,5,0.06666666666666667,1,love anything world would die see smile last times saw looked sad tired wanted hold 's mine 's dream 's still fighting damn im malak
Jkj36B1YuDU,Ugz5RfdPsVV2uWQLzFh4AaABAg,i  couldn't  find  my  love  but  i  found  my  song    ',0,0.5,1,could n't find love found song '
Jkj36B1YuDU,UgxorAbCRcvauSzpVpp4AaABAg,its  october  2021  october  and  i  still  listen  to  this  song    3,1,0.0,0,october 2021 october still listen song 3
Jkj36B1YuDU,Ugw3dhjiFzXTYCkje_d4AaABAg,i  ve  found  my  love    the  only  problem  is  that  she  doesn  t  love  me  back,10,0.25,1,found love problem love back
Jkj36B1YuDU,UgwUA8l_WiFkTLdxAuZ4AaABAg,when  i  listen  to  this  song  i  hear  screams    i'm  sorry,0,-0.5,0,listen song hear screams 'm sorry
Jkj36B1YuDU,Ugx4GPLAJW9QC41Nu4x4AaABAg,leaving  a  comment  here  to  when  i  have  found  my  love,1,0.5,1,leaving comment found love
Jkj36B1YuDU,UgxnhZOguX4oz7jnDDN4AaABAg,finally  guys    so  do  i  it  has  been  found,0,0.0,0,finally guys found
Jkj36B1YuDU,UgxoAeRcBMfrnJCKlgJ4AaABAg,take  care  of  your  girl                maybe  it's  the  only  heart  being  true,0,0.175,1,take care girl maybe 's heart true
Jkj36B1YuDU,Ugx9iodzgZTNfQ4ED_V4AaABAg,i  am  only  listen    tune  of  this  song,1,0.0,0,listen tune song
Jkj36B1YuDU,Ugw3vzxhH8bX3FPd3jh4AaABAg,it  s  funny  that  he  put  in  the  video    that  ll  be  just  ours    when  really  is    that  d  be  just  ours,0,0.225,1,funny put video really
Jkj36B1YuDU,UgwPSLqV7RU8THtG56F4AaABAg,i  did  it  i  finally  found  this  song  yessss  also  im  single  for  life  wtf  do  you  expect,0,-0.19047619047619047,0,finally found song yessss also im single life wtf expect
Jkj36B1YuDU,Ugxhtcmk_1OClEDawh14AaABAg,this  song  gives  off  very  much  vampire  diaries,1,0.26,1,song gives much vampire diaries
Jkj36B1YuDU,UgzOL1uAMXohwH0zgFJ4AaABAg,pov    your  crying  in  your  bed  listing  to  this  song  and  read  the  comments      thanks  for  the  likes,1903,0.0,0,pov crying bed listing song read comments thanks likes
Jkj36B1YuDU,UgxSlgwDeixD8-C-Qa54AaABAg,everyone            ah  this  song  is  great    me                  delenaaaaa,1713,0.8,1,everyone ah song great delenaaaaa
Jkj36B1YuDU,UgwjKwKcNBbll4awYuV4AaABAg,8  months  until  i  graduate  and  adulthood  and  lets  see  if  i  can  truly  find  love  and  not  all  these  bullshit  relationships  that  last  3  months  bc  of  useless  excuses  and  falling  out  of  love  bullshit      i  want  to  experience    i  need  to  know  what  it  s  like      how  it  feels  to  be  in  love  with  a  person  who  feels  the  same  about  you,3,0.16666666666666666,1,8 months graduate adulthood lets see truly find love bullshit relationships last 3 months bc useless excuses falling love bullshit want experience need know like feels love person feels
Jkj36B1YuDU,Ugwi2uC5oxW4b3c_vkJ4AaABAg,guys    she  said  me  that  hate  me    ',0,-0.8,0,guys said hate '
Jkj36B1YuDU,Ugw3yWC1mpPZwdGEAnV4AaABAg,not  me  actually  crying  my  eyes  out  while  listening  to  this  song,0,-0.2,0,actually crying eyes listening song
Jkj36B1YuDU,Ugy8JD-uUn0xHjSKsoR4AaABAg,this  is  too  much  for  me  i  can't  stand  this  is  so  cruel  part  of  my  life  has  been  destroyed  and  no  one  can  tell  me  whether  i'm  okay  or  not  to  stay  away  from  love,0,0.04999999999999999,1,much ca n't stand cruel part life destroyed one tell whether 'm okay stay away love
Jkj36B1YuDU,UgyV93G2U6GD8IcpE4R4AaABAg,it  s    november  2021    anyone  who  still  listens  to  this  masterpiece  is  a    legend,0,0.0,0,november 2021 anyone still listens masterpiece legend
Jkj36B1YuDU,UgwkrNCii8h4P2r_MGJ4AaABAg,parents      stop  crying  for  nothing    school      study  more  your  so  dumb    friends      stop  being  so  selfish  and  childish    mirror      why  are  you  so  ugly    my  mind      why  am  i  still  alive,4817,-0.1964285714285714,0,parents stop crying nothing school study dumb friends stop selfish childish mirror ugly mind still alive
Jkj36B1YuDU,UgwO42aluMq8fd9AJMl4AaABAg,this  song  gives  me  chills,4,0.0,0,song gives chills
Jkj36B1YuDU,UgxtRNg1X6Shiz1UIBx4AaABAg,i  found  people  who  care  about  me,1,0.0,0,found people care
Jkj36B1YuDU,UgxS1ldkr7J4M18BXWJ4AaABAg,i  thought  that  i  found  love  but  she  left  me  for  a  rich  man  now  i'm  broken  more  than  before,0,0.195,1,thought found love left rich man 'm broken
Jkj36B1YuDU,UgyIATQsdwIUg1qiKFB4AaABAg,being  17  still  couldn  t  find  my  soulmate,2,0.0,0,17 still find soulmate
Jkj36B1YuDU,UgzuLXmXVG0Ri4vJ0XJ4AaABAg,go  on    laugh  at  the  girl  who  loved  too  easly    rebekah  mikaelson,1335,0.5,1,go laugh girl loved easly rebekah mikaelson
Jkj36B1YuDU,UgwC5AG8k8zMhKYpegx4AaABAg,i  wanna  kiss  u  make  u  feel  alright          and  if  somebody  hurts  u    i  wanna  fight      jeez    i  wish  someone  would  do  that  for  me,710,0.0,0,wan na kiss u make u feel alright somebody hurts u wan na fight jeez wish someone would
Jkj36B1YuDU,UgyJ_Fm9a4PhTn3852p4AaABAg,i  have  days  where  i  feel  emotionless  and  this  song  describes  those  days,0,0.0,0,days feel emotionless song describes days
Jkj36B1YuDU,UgzYzOhZNGUpf3tnaAt4AaABAg,imagine  how  many  ppl  are  listing  to  this  song  at  the  same  time  as  you  are    all  of  us  feeling  an  emotion  together,1232,0.25,1,imagine many ppl listing song time us feeling emotion together
Jkj36B1YuDU,UgxgIfI1DUI-lMQrSa94AaABAg,promise  me  this  is  forever        i  promise,614,0.0,0,promise forever promise
Jkj36B1YuDU,Ugxqoce9TasUaIYtcId4AaABAg,idk  but  i  when  listen  to  this  song  i'm  felling  so  sad  and  need  to  cry        i  wanna  fall  in  love,1,0.0,0,idk listen song 'm felling sad need cry wan na fall love
Jkj36B1YuDU,UgxKqEmFDPov4YMiIRJ4AaABAg,i  am  so  fuckin  broken  there  is  no  reason  and  i  did  nothing  but  she  left  me,0,-0.2,0,fuckin broken reason nothing left
Jkj36B1YuDU,Ugwb3j-lammX_NY9hOt4AaABAg,promise  me  this  forever          elena  gilbert      i  promise          damon  salvatore,903,0.0,0,promise forever elena gilbert promise damon salvatore
Jkj36B1YuDU,UgyPCmrsx1_x92IlPx54AaABAg,this  hits  hard  after  losing  the  person  you  love                i  didn't  only  lose  them  as  a  lover  i  lost  them  as  a  friend  too,5,0.06944444444444443,1,hits hard losing person love n't lose lover lost friend
Jkj36B1YuDU,UgwdfilKzv2QUGPKPlh4AaABAg,i  wanna  cry      i  wanna  learn  to  love    i  relate  to  both  of  those  lyrics,2921,0.5,1,wan na cry wan na learn love relate lyrics
Jkj36B1YuDU,UgynM4OEkVsCna9xv5x4AaABAg,i  did  it  i  found  my  love  but          he  doesn't  like  me      i  knew  this  yesterday,0,0.5,1,found love n't like knew yesterday
Jkj36B1YuDU,UgwV5lrL77NJMm0UPht4AaABAg,i  found  him  im  so    happy    this  is  going  to  my  little  journal,1,0.30625,1,found im happy going little journal
Jkj36B1YuDU,Ugy9VJWn9r6_GruX1Yt4AaABAg,it's  17th  november    let's  see  how  many  legends  listening  to  this  masterpiece,0,0.5,1,'s 17th november let 's see many legends listening masterpiece
Jkj36B1YuDU,Ugy7n3Hh5m8aNS5lCZ54AaABAg,this  hits  when  your  parents  are  trying  to  get  divorced,0,0.0,0,hits parents trying get divorced
Jkj36B1YuDU,Ugxv7Ly4UaUDlBivML54AaABAg,i  can  t  deal  with  all  the  crying  depressed  people  here        i  just  came  to  listen  to  this  beautiful  song  and  i  m  actually  not  thinking  about  someone  while  doing  it    i  m  a  bit  overwhelmed  i  m  so  sorry  for  everything  you  re  going  through    but  it  s  gonna  be  worth  it  in  the  end    so  stay  strong    i  m  so  proud  of  you    3,177,0.24047619047619045,1,deal crying depressed people came listen beautiful song actually thinking someone bit overwhelmed sorry everything going gon na worth end stay strong proud 3
Jkj36B1YuDU,UgyWVdn5jWqDUxwyZL94AaABAg,no  one  is  born  ugly    we  just  live  in  a  judgmental  society          kim  namjoon    edit    tysm  for  all  the  likes    fun  fact    at  least  one  person  has  walked  past  you  thinking  your  really  pretty,3526,-0.09393939393939393,0,one born ugly live judgmental society kim namjoon edit tysm likes fun fact least one person walked past thinking really pretty
Jkj36B1YuDU,Ugxm5eH8LaRwFY-5Bmt4AaABAg,this  song  sounds  like  heaven  but  hurts  like  hell,13928,0.0,0,song sounds like heaven hurts like hell
Jkj36B1YuDU,UgyfIekXGii3Va9SS3B4AaABAg,he  hated  saying  crush  cause  he  thought  that  was  cringey      i  hate  using  that  word  crush  it  makes  love  so  cringey  when  love  is  beautiful  yk,0,0.02999999999999996,1,hated saying crush cause thought cringey hate using word crush makes love cringey love beautiful yk
Jkj36B1YuDU,Ugw2S2BlKh6S9QHFD354AaABAg,the  melody  is  beautiful,0,0.85,1,melody beautiful
Jkj36B1YuDU,UgwZlWn4F3Nw2pE2Acd4AaABAg,i  found  my  love  and  just  like  that  i  lost  her,2,0.5,1,found love like lost
Jkj36B1YuDU,UgzdUPrHe_b9ZUwmaOB4AaABAg,and  i  wanna  cry  i  wanna  learn  to  love  but  all  my  tears  have  been  used  up,0,0.5,1,wan na cry wan na learn love tears used
Jkj36B1YuDU,UgyUGh_3VSEAjxk9o2V4AaABAg,another  love,0,0.5,1,another love
Jkj36B1YuDU,Ugxuki4LE7Lqz6xTAmN4AaABAg,an  armys  remember  how  taehyung  wanted  to  sing  a  song  with  jimin  yet  the  producer  said  that  it  wouldn't  make  sense,1,0.0,0,armys remember taehyung wanted sing song jimin yet producer said would n't make sense
Jkj36B1YuDU,UgwwALPsrfXxzfBuApt4AaABAg,the  date's  november  9    2021    i'll  come  back  when  i'm  with  him,1,0.0,0,date 's november 9 2021 'll come back 'm
Jkj36B1YuDU,UgxjFwuqrXgoy6wXVGR4AaABAg,i  wanna  listen  to  this  song  while  watching  sunrise  on  my  own,1,0.6,1,wan na listen song watching sunrise
Jkj36B1YuDU,Ugy4YSfU80zklz2CmHB4AaABAg,remember  when  3  am  was  like  the  scary  hour  but  now  it  s  the  sad  music  hours,3936,-0.5,0,remember 3 like scary hour sad music hours
Jkj36B1YuDU,Ugx_ZEMQhVUTCRvgxxx4AaABAg,if  you  are  depressed  just  listen  to  oreo  by  shotgun  willy          thank  me  later,0,0.0,0,depressed listen oreo shotgun willy thank later
Jkj36B1YuDU,UgwBXSV0f_hzKNZFzQx4AaABAg,hurray  finally  i  found  this  beautiful  song  thanks  you,2,0.35000000000000003,1,hurray finally found beautiful song thanks
Jkj36B1YuDU,Ugwsa3U_4iUUVitrcs14AaABAg,the  eager  witness  supposedly  fasten  because  drill  accidentally  carry  a  a  psychedelic  motorcycle    zesty    shivering  bucket,0,0.0,0,eager witness supposedly fasten drill accidentally carry psychedelic motorcycle zesty shivering bucket
Jkj36B1YuDU,UgxE39VlBb9gYpOMcC14AaABAg,this  song  make  me  cry,0,0.0,0,song make cry
Jkj36B1YuDU,UgxWyzJLAFLmWrBHGm14AaABAg,bro  i  miss  when  he  believed  in  forever,0,0.0,0,bro miss believed forever
Jkj36B1YuDU,UgyhJDhYAPxKxhhFodt4AaABAg,i  want  to  love  him  but  it  s  hard  to  get  comfortable  with  the  idea  of  loving  anyone,2,0.30208333333333337,1,want love hard get comfortable idea loving anyone
Jkj36B1YuDU,Ugxdk3uB5xd2N6KmFZh4AaABAg,''i  wanna  sing  a  song  that  it  be  just  ours  but  i  sang  em  all  to  another  heart''that  hits  hard,0,-0.2916666666666667,0,''i wan na sing song sang em another heart '' hits hard
Jkj36B1YuDU,Ugx6GeHdS34yrLBDT4J4AaABAg,i  fall  in  love  with  this  song,4,0.5,1,fall love song
Jkj36B1YuDU,Ugx-B7XAHKado54htd14AaABAg,how  many  people  came  back  to  this  legendary  song    i  want  u  to  show  me,0,0.5,1,many people came back legendary song want u show
Jkj36B1YuDU,UgyTnPAWYAohfKrX1R94AaABAg,i  found  my  love    he  s  the  one    the  love  my  love,0,0.5,1,found love one love love
Jkj36B1YuDU,Ugzs0k3p9O63Ozd6yOF4AaABAg,i  used  to  be  so  sensitive  and  cry  a  lot  but  now  things  don't  hurt  me  anymore  i  just  feel  nothing    i  don't  feel  happy  mad    sad    depressed  it's  just  nothing,111,-0.056249999999999994,0,used sensitive cry lot things n't hurt anymore feel nothing n't feel happy mad sad depressed 's nothing
Jkj36B1YuDU,UgzIWk5sDbk8OUhza9R4AaABAg,this  is  our  generations  song    period,150,0.0,0,generations song period
Jkj36B1YuDU,UgyioYWAkP6gTkjuUyp4AaABAg,idc  what  anyone  says  this  is  my  favorite  song  and  best  song  and  you  cant  change  that,0,0.75,1,idc anyone says favorite song best song cant change
Jkj36B1YuDU,UgzUCV-PZRcV1607drF4AaABAg,just      crying  n  not  knowing  the  reason,0,-0.2,0,crying n knowing reason
Jkj36B1YuDU,UgwmPmdDk8bxQe5UZfV4AaABAg,words  they  always  win  but  i  know  i  ll  loose,0,0.3615384615384616,1,words always win know loose
Jkj36B1YuDU,UgxEG0XM-vkq4vkqPT14AaABAg,i  finally  found  her    the  love  of  my  life,1,0.25,1,finally found love life
Jkj36B1YuDU,UgwtfiV8R0U92h2G5VV4AaABAg,hey  guys  i'm  finally  met  love  of  my  life  but  she  didn't  know  that      i  want  to  explain  my  feelings  but  also  i'm  so  afraid  what  if  she  refuse  me      ts  okay    she  is  the  prettiest  girl  i've  ever  seen,0,0.1,1,hey guys 'm finally met love life n't know want explain feelings also 'm afraid refuse ts okay prettiest girl 've ever seen
Jkj36B1YuDU,UgzXE7W5PU2Kcg5JBol4AaABAg,good  person  wrong  time,0,0.09999999999999998,1,good person wrong time
Jkj36B1YuDU,Ugw0DvvY5n0_OgkEM9R4AaABAg,found  my  love        but  he  don't  found,2,0.5,1,found love n't found
Jkj36B1YuDU,UgwcWeB4hxS5SuqKL7V4AaABAg,people  talking  about  relationships  n  i'm  trying  to  mute  my  parents  fight  for  the  1000000  time,2,0.0,0,people talking relationships n 'm trying mute parents fight 1000000 time
Jkj36B1YuDU,Ugzej-t3KXsHWNwuIvN4AaABAg,my  life  is  very  bad,0,-0.9099999999999998,0,life bad
Jkj36B1YuDU,Ugwdg1nS_mIHc3WahuZ4AaABAg,i  can't  be  the  only  one  who  is  listening  to  this  just  because  they  like  it    not  because  they  are  sad    right,850,-0.07142857142857144,0,ca n't one listening like sad right
Jkj36B1YuDU,UgxtNi3JCPRG9m4LVcZ4AaABAg,i  wanna  cry  but  i  cant  cry  and  i  dont  know  why  hahahah,2,0.0,0,wan na cry cant cry dont know hahahah
Jkj36B1YuDU,UgzZCZOK6V1y9dL-0GJ4AaABAg,1  35          gets  me  every  time    literally  i  freeze  and  zone  out  of  reality  and  back  to  a  complete  whirlpool  of  thought,71,0.05,1,1 35 gets every time literally freeze zone reality back complete whirlpool thought
Jkj36B1YuDU,UgxaTsjpsEed9vlZdCx4AaABAg,the  voice  is  very  beautiful    thank  you  for  writing,2,1.0,1,voice beautiful thank writing
Jkj36B1YuDU,UgxfKP_lztkXh6HFYaV4AaABAg,the  instrumental  itself  makes  me  cry,1,0.0,0,instrumental makes cry
Jkj36B1YuDU,UgyvDeBNVpy6quoKTTF4AaABAg,i  found  my  love  but    he  has  not  asked  me  to  be  his  yet,2,0.5,1,found love asked yet
Jkj36B1YuDU,UgxQGM_E8zy6Ng5MUE14AaABAg,is  it  just  me  or  does  this  song  give  flashbacks  about  something  sad  that  happened  in  my  life,665,-0.5,0,song give flashbacks something sad happened life
Jkj36B1YuDU,UgwBigtZ6fLF9SBcRal4AaABAg,i  think  i  found  the  person  i  want  to  be  with  but  i  m  not  sure  what  she  thinks  of  me    she  likes  me  but  idk  if  she  really  likes  me,0,-0.024999999999999994,0,think found person want sure thinks likes idk really likes
Jkj36B1YuDU,Ugyn9dHN5SzUUNQeX4Z4AaABAg,i'm  not  crying  i  swear,0,0.1,1,'m crying swear
Jkj36B1YuDU,Ugy_0yrLYOSC5FfgRUB4AaABAg,me    trying  not  to  cry  also  me    see  s  aot  comments,377,0.0,0,trying cry also see aot comments
Jkj36B1YuDU,UgzC79rkpRAA0Fwu7Fx4AaABAg,the  best  person  in  the  world                    you,363,1.0,1,best person world
